run_accession	condition	is_control	drop	experiment_accession	sample_accession	submission_accession	study_accession	sample_name	sample_alias	experiment_name	experiment_alias	experiment_title	library_layout	platform	library_strategy	library_selection	study_name	study_title	study_abstract
SRR1524935	D-iron-deficiency	1	0	SRX661206	SRS673307	SRA176557	SRP044814	NA	es1_20120514	exp_es1	exp_es1	Control sample #1	SINGLE - 	ILLUMINA	RNA-Seq	unspecified	NA	Arabidopsis thaliana strain:Col_0 Transcriptome or Gene expression	We intend to provide a high resolution compendium of changes in gene expression of Arabidopsis root upon exposure to Fe starvation, an important abiotic stress.
SRR1524938	D-iron-deficiency	1	0	SRX661207	SRS673308	SRA176557	SRP044814	NA	es2_20120514	exp_es2	exp_es2	Control sample #2	SINGLE - 	ILLUMINA	RNA-Seq	unspecified	NA	Arabidopsis thaliana strain:Col_0 Transcriptome or Gene expression	We intend to provide a high resolution compendium of changes in gene expression of Arabidopsis root upon exposure to Fe starvation, an important abiotic stress.
SRR1524940	D-iron-deficiency	1	1	SRX661208	SRS673309	SRA176557	SRP044814	NA	es3_20120514	exp_es3	exp_es3	Control sample #3	SINGLE - 	ILLUMINA	RNA-Seq	unspecified	NA	Arabidopsis thaliana strain:Col_0 Transcriptome or Gene expression	We intend to provide a high resolution compendium of changes in gene expression of Arabidopsis root upon exposure to Fe starvation, an important abiotic stress.
SRR1524941	iron-deficiency	0	0	SRX661209	SRS666174	SRA176557	SRP044814	NA	fe1	exp_fe1	exp_fe1	iron-deficiency sample #1	SINGLE - 	ILLUMINA	RNA-Seq	unspecified	NA	Arabidopsis thaliana strain:Col_0 Transcriptome or Gene expression	We intend to provide a high resolution compendium of changes in gene expression of Arabidopsis root upon exposure to Fe starvation, an important abiotic stress.
SRR1524945	iron-deficiency	0	0	SRX661211	SRS666176	SRA176557	SRP044814	NA	fe2	exp_fe2	exp_fe2	iron-deficiency sample #2	SINGLE - 	ILLUMINA	RNA-Seq	unspecified	NA	Arabidopsis thaliana strain:Col_0 Transcriptome or Gene expression	We intend to provide a high resolution compendium of changes in gene expression of Arabidopsis root upon exposure to Fe starvation, an important abiotic stress.
SRR1524946	iron-deficiency	0	0	SRX661212	SRS666177	SRA176557	SRP044814	NA	fe3	exp_fe3	exp_fe3	iron-deficiency sample #3	SINGLE - 	ILLUMINA	RNA-Seq	unspecified	NA	Arabidopsis thaliana strain:Col_0 Transcriptome or Gene expression	We intend to provide a high resolution compendium of changes in gene expression of Arabidopsis root upon exposure to Fe starvation, an important abiotic stress.
SRR2221841	D-nematode-4dpi	1	1	SRX1175855	SRS1050809	SRA292771	SRP063017	NA	GSM1864959	GSM1864959	GSM1864959	GSM1864959: Col-control-4dpi-Rep3; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE72548	RNA-seq analysis of Arabidopsis thaliana wild-type roots and type-A arr3,4,5,6,7,8,9,15 mutant roots non-infected and infected with Heterodera schachtii nematodes	Plant-parasitic cyst nematodes induce the formation of hypermetabolic feeding sites, termed syncytia, as their sole source of nutrients. The formation of the syncytium is orchestrated by the nematode in part by modulation of phytohormone responses, including cytokinin. In response to infection by the nematode H. schachtii, cytokinin signaling is transiently induced at the site of infection and in the developing syncytium. Arabidopsis lines with reduced cytokinin sensitivity show reduced susceptibility to nematode infection, indicating that cytokinin signaling is required for optimal nematode development. Furthermore, lines with increased cytokinin sensitivity also exhibit reduced nematode susceptibility. To ascertain why cytokinin hypersensitivity reduces nematode parasitism, we examined the transcriptomes in wild-type and a cytokinin-hypersensitive type-A arr Arabidopsis mutant in response to H. schachtii infection. Genes involved in the response to biotic stress and defense response were elevated in the type-A arr mutant in the absence of nematodes and were hyper-induced following H. schachtii infection, which suggests that the Arabidopsis type-A arr mutants impede nematode development because they are primed to respond to pathogen infection. These results suggest that cytokinin signaling is required for optimal H. schachtii parasitism of Arabidopsis, but that elevated cytokinin signaling triggers a heightened immune response to nematode infection. Overall design: Wild-type Col-0 and type-A arr3,4,5,6,7,8,9,15 octuple mutant Arabidopsis thaliana roots were infected with Heterodera schachti nematodes and whole root tissue was collected at 4 days post infection (dpi) and 10 dpi, along with the corresponding control roots that were not infected with nematodes. We had tissue for collected for 4 experimental groups at 4 dpi and 10 dpi, wild-type non-infected, wild-type infeced, octuple mutant non-infected and octuple mutant infected. Tissue was collected for 3 biological replicates. Therefore we had 12 samples at 4dpi and 12 samples at 10 dpi making a total of 24 samples that we used for sequencing.
SRR2221833	D-nematode-4dpi	1	1	SRX1175847	SRS1050817	SRA292771	SRP063017	NA	GSM1864951	GSM1864951	GSM1864951	GSM1864951: Col-control-4dpi-Rep1; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE72548	RNA-seq analysis of Arabidopsis thaliana wild-type roots and type-A arr3,4,5,6,7,8,9,15 mutant roots non-infected and infected with Heterodera schachtii nematodes	Plant-parasitic cyst nematodes induce the formation of hypermetabolic feeding sites, termed syncytia, as their sole source of nutrients. The formation of the syncytium is orchestrated by the nematode in part by modulation of phytohormone responses, including cytokinin. In response to infection by the nematode H. schachtii, cytokinin signaling is transiently induced at the site of infection and in the developing syncytium. Arabidopsis lines with reduced cytokinin sensitivity show reduced susceptibility to nematode infection, indicating that cytokinin signaling is required for optimal nematode development. Furthermore, lines with increased cytokinin sensitivity also exhibit reduced nematode susceptibility. To ascertain why cytokinin hypersensitivity reduces nematode parasitism, we examined the transcriptomes in wild-type and a cytokinin-hypersensitive type-A arr Arabidopsis mutant in response to H. schachtii infection. Genes involved in the response to biotic stress and defense response were elevated in the type-A arr mutant in the absence of nematodes and were hyper-induced following H. schachtii infection, which suggests that the Arabidopsis type-A arr mutants impede nematode development because they are primed to respond to pathogen infection. These results suggest that cytokinin signaling is required for optimal H. schachtii parasitism of Arabidopsis, but that elevated cytokinin signaling triggers a heightened immune response to nematode infection. Overall design: Wild-type Col-0 and type-A arr3,4,5,6,7,8,9,15 octuple mutant Arabidopsis thaliana roots were infected with Heterodera schachti nematodes and whole root tissue was collected at 4 days post infection (dpi) and 10 dpi, along with the corresponding control roots that were not infected with nematodes. We had tissue for collected for 4 experimental groups at 4 dpi and 10 dpi, wild-type non-infected, wild-type infeced, octuple mutant non-infected and octuple mutant infected. Tissue was collected for 3 biological replicates. Therefore we had 12 samples at 4dpi and 12 samples at 10 dpi making a total of 24 samples that we used for sequencing.
SRR2221837	D-nematode-4dpi	1	0	SRX1175851	SRS1050813	SRA292771	SRP063017	NA	GSM1864955	GSM1864955	GSM1864955	GSM1864955: Col-control-4dpi-Rep2; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE72548	RNA-seq analysis of Arabidopsis thaliana wild-type roots and type-A arr3,4,5,6,7,8,9,15 mutant roots non-infected and infected with Heterodera schachtii nematodes	Plant-parasitic cyst nematodes induce the formation of hypermetabolic feeding sites, termed syncytia, as their sole source of nutrients. The formation of the syncytium is orchestrated by the nematode in part by modulation of phytohormone responses, including cytokinin. In response to infection by the nematode H. schachtii, cytokinin signaling is transiently induced at the site of infection and in the developing syncytium. Arabidopsis lines with reduced cytokinin sensitivity show reduced susceptibility to nematode infection, indicating that cytokinin signaling is required for optimal nematode development. Furthermore, lines with increased cytokinin sensitivity also exhibit reduced nematode susceptibility. To ascertain why cytokinin hypersensitivity reduces nematode parasitism, we examined the transcriptomes in wild-type and a cytokinin-hypersensitive type-A arr Arabidopsis mutant in response to H. schachtii infection. Genes involved in the response to biotic stress and defense response were elevated in the type-A arr mutant in the absence of nematodes and were hyper-induced following H. schachtii infection, which suggests that the Arabidopsis type-A arr mutants impede nematode development because they are primed to respond to pathogen infection. These results suggest that cytokinin signaling is required for optimal H. schachtii parasitism of Arabidopsis, but that elevated cytokinin signaling triggers a heightened immune response to nematode infection. Overall design: Wild-type Col-0 and type-A arr3,4,5,6,7,8,9,15 octuple mutant Arabidopsis thaliana roots were infected with Heterodera schachti nematodes and whole root tissue was collected at 4 days post infection (dpi) and 10 dpi, along with the corresponding control roots that were not infected with nematodes. We had tissue for collected for 4 experimental groups at 4 dpi and 10 dpi, wild-type non-infected, wild-type infeced, octuple mutant non-infected and octuple mutant infected. Tissue was collected for 3 biological replicates. Therefore we had 12 samples at 4dpi and 12 samples at 10 dpi making a total of 24 samples that we used for sequencing.
SRR2221845	D-nematode-10dpi	1	1	SRX1175859	SRS1050805	SRA292771	SRP063017	NA	GSM1864963	GSM1864963	GSM1864963	GSM1864963: Col-control-10dpi-Rep1; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE72548	RNA-seq analysis of Arabidopsis thaliana wild-type roots and type-A arr3,4,5,6,7,8,9,15 mutant roots non-infected and infected with Heterodera schachtii nematodes	Plant-parasitic cyst nematodes induce the formation of hypermetabolic feeding sites, termed syncytia, as their sole source of nutrients. The formation of the syncytium is orchestrated by the nematode in part by modulation of phytohormone responses, including cytokinin. In response to infection by the nematode H. schachtii, cytokinin signaling is transiently induced at the site of infection and in the developing syncytium. Arabidopsis lines with reduced cytokinin sensitivity show reduced susceptibility to nematode infection, indicating that cytokinin signaling is required for optimal nematode development. Furthermore, lines with increased cytokinin sensitivity also exhibit reduced nematode susceptibility. To ascertain why cytokinin hypersensitivity reduces nematode parasitism, we examined the transcriptomes in wild-type and a cytokinin-hypersensitive type-A arr Arabidopsis mutant in response to H. schachtii infection. Genes involved in the response to biotic stress and defense response were elevated in the type-A arr mutant in the absence of nematodes and were hyper-induced following H. schachtii infection, which suggests that the Arabidopsis type-A arr mutants impede nematode development because they are primed to respond to pathogen infection. These results suggest that cytokinin signaling is required for optimal H. schachtii parasitism of Arabidopsis, but that elevated cytokinin signaling triggers a heightened immune response to nematode infection. Overall design: Wild-type Col-0 and type-A arr3,4,5,6,7,8,9,15 octuple mutant Arabidopsis thaliana roots were infected with Heterodera schachti nematodes and whole root tissue was collected at 4 days post infection (dpi) and 10 dpi, along with the corresponding control roots that were not infected with nematodes. We had tissue for collected for 4 experimental groups at 4 dpi and 10 dpi, wild-type non-infected, wild-type infeced, octuple mutant non-infected and octuple mutant infected. Tissue was collected for 3 biological replicates. Therefore we had 12 samples at 4dpi and 12 samples at 10 dpi making a total of 24 samples that we used for sequencing.
SRR2221849	D-nematode-10dpi	1	1	SRX1175863	SRS1050801	SRA292771	SRP063017	NA	GSM1864967	GSM1864967	GSM1864967	GSM1864967: Col-control-10dpi-Rep2; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE72548	RNA-seq analysis of Arabidopsis thaliana wild-type roots and type-A arr3,4,5,6,7,8,9,15 mutant roots non-infected and infected with Heterodera schachtii nematodes	Plant-parasitic cyst nematodes induce the formation of hypermetabolic feeding sites, termed syncytia, as their sole source of nutrients. The formation of the syncytium is orchestrated by the nematode in part by modulation of phytohormone responses, including cytokinin. In response to infection by the nematode H. schachtii, cytokinin signaling is transiently induced at the site of infection and in the developing syncytium. Arabidopsis lines with reduced cytokinin sensitivity show reduced susceptibility to nematode infection, indicating that cytokinin signaling is required for optimal nematode development. Furthermore, lines with increased cytokinin sensitivity also exhibit reduced nematode susceptibility. To ascertain why cytokinin hypersensitivity reduces nematode parasitism, we examined the transcriptomes in wild-type and a cytokinin-hypersensitive type-A arr Arabidopsis mutant in response to H. schachtii infection. Genes involved in the response to biotic stress and defense response were elevated in the type-A arr mutant in the absence of nematodes and were hyper-induced following H. schachtii infection, which suggests that the Arabidopsis type-A arr mutants impede nematode development because they are primed to respond to pathogen infection. These results suggest that cytokinin signaling is required for optimal H. schachtii parasitism of Arabidopsis, but that elevated cytokinin signaling triggers a heightened immune response to nematode infection. Overall design: Wild-type Col-0 and type-A arr3,4,5,6,7,8,9,15 octuple mutant Arabidopsis thaliana roots were infected with Heterodera schachti nematodes and whole root tissue was collected at 4 days post infection (dpi) and 10 dpi, along with the corresponding control roots that were not infected with nematodes. We had tissue for collected for 4 experimental groups at 4 dpi and 10 dpi, wild-type non-infected, wild-type infeced, octuple mutant non-infected and octuple mutant infected. Tissue was collected for 3 biological replicates. Therefore we had 12 samples at 4dpi and 12 samples at 10 dpi making a total of 24 samples that we used for sequencing.
SRR2221853	D-nematode-10dpi	1	0	SRX1175867	SRS1050797	SRA292771	SRP063017	NA	GSM1864971	GSM1864971	GSM1864971	GSM1864971: Col-control-10dpi-Rep3; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE72548	RNA-seq analysis of Arabidopsis thaliana wild-type roots and type-A arr3,4,5,6,7,8,9,15 mutant roots non-infected and infected with Heterodera schachtii nematodes	Plant-parasitic cyst nematodes induce the formation of hypermetabolic feeding sites, termed syncytia, as their sole source of nutrients. The formation of the syncytium is orchestrated by the nematode in part by modulation of phytohormone responses, including cytokinin. In response to infection by the nematode H. schachtii, cytokinin signaling is transiently induced at the site of infection and in the developing syncytium. Arabidopsis lines with reduced cytokinin sensitivity show reduced susceptibility to nematode infection, indicating that cytokinin signaling is required for optimal nematode development. Furthermore, lines with increased cytokinin sensitivity also exhibit reduced nematode susceptibility. To ascertain why cytokinin hypersensitivity reduces nematode parasitism, we examined the transcriptomes in wild-type and a cytokinin-hypersensitive type-A arr Arabidopsis mutant in response to H. schachtii infection. Genes involved in the response to biotic stress and defense response were elevated in the type-A arr mutant in the absence of nematodes and were hyper-induced following H. schachtii infection, which suggests that the Arabidopsis type-A arr mutants impede nematode development because they are primed to respond to pathogen infection. These results suggest that cytokinin signaling is required for optimal H. schachtii parasitism of Arabidopsis, but that elevated cytokinin signaling triggers a heightened immune response to nematode infection. Overall design: Wild-type Col-0 and type-A arr3,4,5,6,7,8,9,15 octuple mutant Arabidopsis thaliana roots were infected with Heterodera schachti nematodes and whole root tissue was collected at 4 days post infection (dpi) and 10 dpi, along with the corresponding control roots that were not infected with nematodes. We had tissue for collected for 4 experimental groups at 4 dpi and 10 dpi, wild-type non-infected, wild-type infeced, octuple mutant non-infected and octuple mutant infected. Tissue was collected for 3 biological replicates. Therefore we had 12 samples at 4dpi and 12 samples at 10 dpi making a total of 24 samples that we used for sequencing.
SRR2221834	nematode-4dpi	0	0	SRX1175848	SRS1050816	SRA292771	SRP063017	NA	GSM1864952	GSM1864952	GSM1864952	GSM1864952: Col-infected-4dpi-Rep1; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE72548	RNA-seq analysis of Arabidopsis thaliana wild-type roots and type-A arr3,4,5,6,7,8,9,15 mutant roots non-infected and infected with Heterodera schachtii nematodes	Plant-parasitic cyst nematodes induce the formation of hypermetabolic feeding sites, termed syncytia, as their sole source of nutrients. The formation of the syncytium is orchestrated by the nematode in part by modulation of phytohormone responses, including cytokinin. In response to infection by the nematode H. schachtii, cytokinin signaling is transiently induced at the site of infection and in the developing syncytium. Arabidopsis lines with reduced cytokinin sensitivity show reduced susceptibility to nematode infection, indicating that cytokinin signaling is required for optimal nematode development. Furthermore, lines with increased cytokinin sensitivity also exhibit reduced nematode susceptibility. To ascertain why cytokinin hypersensitivity reduces nematode parasitism, we examined the transcriptomes in wild-type and a cytokinin-hypersensitive type-A arr Arabidopsis mutant in response to H. schachtii infection. Genes involved in the response to biotic stress and defense response were elevated in the type-A arr mutant in the absence of nematodes and were hyper-induced following H. schachtii infection, which suggests that the Arabidopsis type-A arr mutants impede nematode development because they are primed to respond to pathogen infection. These results suggest that cytokinin signaling is required for optimal H. schachtii parasitism of Arabidopsis, but that elevated cytokinin signaling triggers a heightened immune response to nematode infection. Overall design: Wild-type Col-0 and type-A arr3,4,5,6,7,8,9,15 octuple mutant Arabidopsis thaliana roots were infected with Heterodera schachti nematodes and whole root tissue was collected at 4 days post infection (dpi) and 10 dpi, along with the corresponding control roots that were not infected with nematodes. We had tissue for collected for 4 experimental groups at 4 dpi and 10 dpi, wild-type non-infected, wild-type infeced, octuple mutant non-infected and octuple mutant infected. Tissue was collected for 3 biological replicates. Therefore we had 12 samples at 4dpi and 12 samples at 10 dpi making a total of 24 samples that we used for sequencing.
SRR2221838	nematode-4dpi	0	0	SRX1175852	SRS1050812	SRA292771	SRP063017	NA	GSM1864956	GSM1864956	GSM1864956	GSM1864956: Col-infected-4dpi-Rep2; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE72548	RNA-seq analysis of Arabidopsis thaliana wild-type roots and type-A arr3,4,5,6,7,8,9,15 mutant roots non-infected and infected with Heterodera schachtii nematodes	Plant-parasitic cyst nematodes induce the formation of hypermetabolic feeding sites, termed syncytia, as their sole source of nutrients. The formation of the syncytium is orchestrated by the nematode in part by modulation of phytohormone responses, including cytokinin. In response to infection by the nematode H. schachtii, cytokinin signaling is transiently induced at the site of infection and in the developing syncytium. Arabidopsis lines with reduced cytokinin sensitivity show reduced susceptibility to nematode infection, indicating that cytokinin signaling is required for optimal nematode development. Furthermore, lines with increased cytokinin sensitivity also exhibit reduced nematode susceptibility. To ascertain why cytokinin hypersensitivity reduces nematode parasitism, we examined the transcriptomes in wild-type and a cytokinin-hypersensitive type-A arr Arabidopsis mutant in response to H. schachtii infection. Genes involved in the response to biotic stress and defense response were elevated in the type-A arr mutant in the absence of nematodes and were hyper-induced following H. schachtii infection, which suggests that the Arabidopsis type-A arr mutants impede nematode development because they are primed to respond to pathogen infection. These results suggest that cytokinin signaling is required for optimal H. schachtii parasitism of Arabidopsis, but that elevated cytokinin signaling triggers a heightened immune response to nematode infection. Overall design: Wild-type Col-0 and type-A arr3,4,5,6,7,8,9,15 octuple mutant Arabidopsis thaliana roots were infected with Heterodera schachti nematodes and whole root tissue was collected at 4 days post infection (dpi) and 10 dpi, along with the corresponding control roots that were not infected with nematodes. We had tissue for collected for 4 experimental groups at 4 dpi and 10 dpi, wild-type non-infected, wild-type infeced, octuple mutant non-infected and octuple mutant infected. Tissue was collected for 3 biological replicates. Therefore we had 12 samples at 4dpi and 12 samples at 10 dpi making a total of 24 samples that we used for sequencing.
SRR2221842	nematode-4dpi	0	0	SRX1175856	SRS1050808	SRA292771	SRP063017	NA	GSM1864960	GSM1864960	GSM1864960	GSM1864960: Col-infected-4dpi-Rep3; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE72548	RNA-seq analysis of Arabidopsis thaliana wild-type roots and type-A arr3,4,5,6,7,8,9,15 mutant roots non-infected and infected with Heterodera schachtii nematodes	Plant-parasitic cyst nematodes induce the formation of hypermetabolic feeding sites, termed syncytia, as their sole source of nutrients. The formation of the syncytium is orchestrated by the nematode in part by modulation of phytohormone responses, including cytokinin. In response to infection by the nematode H. schachtii, cytokinin signaling is transiently induced at the site of infection and in the developing syncytium. Arabidopsis lines with reduced cytokinin sensitivity show reduced susceptibility to nematode infection, indicating that cytokinin signaling is required for optimal nematode development. Furthermore, lines with increased cytokinin sensitivity also exhibit reduced nematode susceptibility. To ascertain why cytokinin hypersensitivity reduces nematode parasitism, we examined the transcriptomes in wild-type and a cytokinin-hypersensitive type-A arr Arabidopsis mutant in response to H. schachtii infection. Genes involved in the response to biotic stress and defense response were elevated in the type-A arr mutant in the absence of nematodes and were hyper-induced following H. schachtii infection, which suggests that the Arabidopsis type-A arr mutants impede nematode development because they are primed to respond to pathogen infection. These results suggest that cytokinin signaling is required for optimal H. schachtii parasitism of Arabidopsis, but that elevated cytokinin signaling triggers a heightened immune response to nematode infection. Overall design: Wild-type Col-0 and type-A arr3,4,5,6,7,8,9,15 octuple mutant Arabidopsis thaliana roots were infected with Heterodera schachti nematodes and whole root tissue was collected at 4 days post infection (dpi) and 10 dpi, along with the corresponding control roots that were not infected with nematodes. We had tissue for collected for 4 experimental groups at 4 dpi and 10 dpi, wild-type non-infected, wild-type infeced, octuple mutant non-infected and octuple mutant infected. Tissue was collected for 3 biological replicates. Therefore we had 12 samples at 4dpi and 12 samples at 10 dpi making a total of 24 samples that we used for sequencing.
SRR2221846	nematode-10dpi	0	0	SRX1175860	SRS1050804	SRA292771	SRP063017	NA	GSM1864964	GSM1864964	GSM1864964	GSM1864964: Col-infected-10dpi-Rep1; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE72548	RNA-seq analysis of Arabidopsis thaliana wild-type roots and type-A arr3,4,5,6,7,8,9,15 mutant roots non-infected and infected with Heterodera schachtii nematodes	Plant-parasitic cyst nematodes induce the formation of hypermetabolic feeding sites, termed syncytia, as their sole source of nutrients. The formation of the syncytium is orchestrated by the nematode in part by modulation of phytohormone responses, including cytokinin. In response to infection by the nematode H. schachtii, cytokinin signaling is transiently induced at the site of infection and in the developing syncytium. Arabidopsis lines with reduced cytokinin sensitivity show reduced susceptibility to nematode infection, indicating that cytokinin signaling is required for optimal nematode development. Furthermore, lines with increased cytokinin sensitivity also exhibit reduced nematode susceptibility. To ascertain why cytokinin hypersensitivity reduces nematode parasitism, we examined the transcriptomes in wild-type and a cytokinin-hypersensitive type-A arr Arabidopsis mutant in response to H. schachtii infection. Genes involved in the response to biotic stress and defense response were elevated in the type-A arr mutant in the absence of nematodes and were hyper-induced following H. schachtii infection, which suggests that the Arabidopsis type-A arr mutants impede nematode development because they are primed to respond to pathogen infection. These results suggest that cytokinin signaling is required for optimal H. schachtii parasitism of Arabidopsis, but that elevated cytokinin signaling triggers a heightened immune response to nematode infection. Overall design: Wild-type Col-0 and type-A arr3,4,5,6,7,8,9,15 octuple mutant Arabidopsis thaliana roots were infected with Heterodera schachti nematodes and whole root tissue was collected at 4 days post infection (dpi) and 10 dpi, along with the corresponding control roots that were not infected with nematodes. We had tissue for collected for 4 experimental groups at 4 dpi and 10 dpi, wild-type non-infected, wild-type infeced, octuple mutant non-infected and octuple mutant infected. Tissue was collected for 3 biological replicates. Therefore we had 12 samples at 4dpi and 12 samples at 10 dpi making a total of 24 samples that we used for sequencing.
SRR2221850	nematode-10dpi	0	0	SRX1175864	SRS1050800	SRA292771	SRP063017	NA	GSM1864968	GSM1864968	GSM1864968	GSM1864968: Col-infected-10dpi-Rep2; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE72548	RNA-seq analysis of Arabidopsis thaliana wild-type roots and type-A arr3,4,5,6,7,8,9,15 mutant roots non-infected and infected with Heterodera schachtii nematodes	Plant-parasitic cyst nematodes induce the formation of hypermetabolic feeding sites, termed syncytia, as their sole source of nutrients. The formation of the syncytium is orchestrated by the nematode in part by modulation of phytohormone responses, including cytokinin. In response to infection by the nematode H. schachtii, cytokinin signaling is transiently induced at the site of infection and in the developing syncytium. Arabidopsis lines with reduced cytokinin sensitivity show reduced susceptibility to nematode infection, indicating that cytokinin signaling is required for optimal nematode development. Furthermore, lines with increased cytokinin sensitivity also exhibit reduced nematode susceptibility. To ascertain why cytokinin hypersensitivity reduces nematode parasitism, we examined the transcriptomes in wild-type and a cytokinin-hypersensitive type-A arr Arabidopsis mutant in response to H. schachtii infection. Genes involved in the response to biotic stress and defense response were elevated in the type-A arr mutant in the absence of nematodes and were hyper-induced following H. schachtii infection, which suggests that the Arabidopsis type-A arr mutants impede nematode development because they are primed to respond to pathogen infection. These results suggest that cytokinin signaling is required for optimal H. schachtii parasitism of Arabidopsis, but that elevated cytokinin signaling triggers a heightened immune response to nematode infection. Overall design: Wild-type Col-0 and type-A arr3,4,5,6,7,8,9,15 octuple mutant Arabidopsis thaliana roots were infected with Heterodera schachti nematodes and whole root tissue was collected at 4 days post infection (dpi) and 10 dpi, along with the corresponding control roots that were not infected with nematodes. We had tissue for collected for 4 experimental groups at 4 dpi and 10 dpi, wild-type non-infected, wild-type infeced, octuple mutant non-infected and octuple mutant infected. Tissue was collected for 3 biological replicates. Therefore we had 12 samples at 4dpi and 12 samples at 10 dpi making a total of 24 samples that we used for sequencing.
SRR2221854	nematode-10dpi	0	0	SRX1175868	SRS1050796	SRA292771	SRP063017	NA	GSM1864972	GSM1864972	GSM1864972	GSM1864972: Col-infected-10dpi-Rep3; Arabidopsis thaliana; RNA-Seq	SINGLE - 	ILLUMINA	RNA-Seq	cDNA	GSE72548	RNA-seq analysis of Arabidopsis thaliana wild-type roots and type-A arr3,4,5,6,7,8,9,15 mutant roots non-infected and infected with Heterodera schachtii nematodes	Plant-parasitic cyst nematodes induce the formation of hypermetabolic feeding sites, termed syncytia, as their sole source of nutrients. The formation of the syncytium is orchestrated by the nematode in part by modulation of phytohormone responses, including cytokinin. In response to infection by the nematode H. schachtii, cytokinin signaling is transiently induced at the site of infection and in the developing syncytium. Arabidopsis lines with reduced cytokinin sensitivity show reduced susceptibility to nematode infection, indicating that cytokinin signaling is required for optimal nematode development. Furthermore, lines with increased cytokinin sensitivity also exhibit reduced nematode susceptibility. To ascertain why cytokinin hypersensitivity reduces nematode parasitism, we examined the transcriptomes in wild-type and a cytokinin-hypersensitive type-A arr Arabidopsis mutant in response to H. schachtii infection. Genes involved in the response to biotic stress and defense response were elevated in the type-A arr mutant in the absence of nematodes and were hyper-induced following H. schachtii infection, which suggests that the Arabidopsis type-A arr mutants impede nematode development because they are primed to respond to pathogen infection. These results suggest that cytokinin signaling is required for optimal H. schachtii parasitism of Arabidopsis, but that elevated cytokinin signaling triggers a heightened immune response to nematode infection. Overall design: Wild-type Col-0 and type-A arr3,4,5,6,7,8,9,15 octuple mutant Arabidopsis thaliana roots were infected with Heterodera schachti nematodes and whole root tissue was collected at 4 days post infection (dpi) and 10 dpi, along with the corresponding control roots that were not infected with nematodes. We had tissue for collected for 4 experimental groups at 4 dpi and 10 dpi, wild-type non-infected, wild-type infeced, octuple mutant non-infected and octuple mutant infected. Tissue was collected for 3 biological replicates. Therefore we had 12 samples at 4dpi and 12 samples at 10 dpi making a total of 24 samples that we used for sequencing.
